GAITRECyoung_adult,GAITRECyoung_olderadult,GAITRECadult_olderadult,LAPAFI_young,LAPAFI_adult,LAPAFI_olderadult
0,0,0,1,1,1
2.51908564200408,0.92736873675195,6.55042862618704,44.7528485859379,38.9313977225415,15.6556173616217
0.527862739906044,0.838452121868299,0.148691777681548,4.68096392139961e-05,0.000114165881104911,0.0117254414565556
