GAITRECyoung_adult,GAITRECyoung_olderadult,GAITRECadult_olderadult,LAPAFI_young,LAPAFI_adult,LAPAFI_olderadult
0,0,0,1,1,1
0.955484949707284,2.93144037518303,0.866426364884448,88.5155942339747,103.133978285989,47.2131042733657
0.832410518416962,0.464125481345064,0.851521774227662,3.27218060425238e-07,9.56885513048178e-08,3.28423998864347e-05
