N,mean_age_calc,sd__age_calc,mean_mass,sd_mass,mean_weight,sd_weight,mean_height_meas,sd_height_meas,h_age,p_age,h_mass,p_mass,h_height,p_height,h_weight,p_weight
12,40.3333333333333,5.89812502307969,65.2833333333333,11.1136143644822,640.525,109.075287802008,166.666666666667,7.37727879534469,1,8.63556942883271e-11,1,4.43931371783157e-10,1,1.84550502893566e-16,1,4.45440633266191e-10
