N,mean_age_calc,sd__age_calc,mean_age_infor,sd_age_infor,mean_mass_meas,sd_mass_meas,mean_height_meas,sd_height_meas,mean_weight_calc,sd_weight_calc,mean_mass_calc,sd_mass_calc,h_age_calc,p_age_calc,h_age_inform,p_age_inform,h_mass_meas,p_mass_meas,h_height_meas,p_height_meas,h_weight_meas,p_weight_meas,h_mass_calc,p_mass_calc,age_t2,p_age_t2,mass_t2,p_mass_t2
12,67.9670916666667,6.96221610728004,70.6,7.74883503789082,66.901,14.1961054518484,1.516,0.0476561760017641,668.644227271043,126.873234335072,68.1803025666405,12.9370076817652,1,1.80875314339019e-12,1,3.56119783149758e-10,1,1.19372219161658e-07,1,4.80918322624721e-15,1,1.41862593895019e-09,1,1.41862593895019e-09,0,0.170099895584122,0,0.652167730197053
